StockSymbol,TradeDate,OpenPrice,HighPrice,LowPrice,ClosePrice,Volume
NFLX,2024-07-12,342.54,1997.73,1133.57,1315.26,329161
NFLX,2024-04-13,136.66,1055.76,1368.86,1487.42,447424
MSFT,2024-02-15,1333.99,523.68,214.49,983.35,581825
AMZN,2024-06-02,1787.57,1697.88,330.27,352.76,352634
NFLX,2024-01-16,1492.51,1168.14,1473.54,640.28,581058
MSFT,2024-09-06,299.29,1721.9,366.41,1487.15,835722
TSLA,2024-10-21,921.57,1183.42,1648.81,1984.83,252690
NFLX,2024-05-05,1740.93,1493.36,1257.95,1113.02,345490
MSFT,2024-09-07,1470.24,153.86,1016.3,336.76,425532
NFLX,2024-11-18,694.74,888.75,1354.52,266.05,133010
NVDA,2024-04-26,66.44,1689.4,415.03,729.22,559791
MSFT,2024-07-25,1293.86,794.82,1763.43,1339.59,785688
MSFT,2024-02-12,1077.03,1574.99,1574.5,1854.45,198562
GOOGL,2024-01-20,299.17,396.89,27.65,1860.65,983706
META,2024-05-17,1004.43,1332.7,1071.21,505.08,904776
NVDA,2024-02-01,617.67,626.92,1143.32,1840.56,805603
NVDA,2024-08-08,1776.38,1989.92,1294.72,680.85,826156
GOOGL,2024-02-10,1210.29,947.86,1644.65,544.42,67786
NVDA,2024-05-16,159.09,182.45,484.84,1566.41,672542
AAPL,2024-11-21,516.8,823.56,87.24,1493.05,100445
AAPL,2024-03-12,432.1,1454.92,1006.91,1885.9,147712
NFLX,2024-06-01,1586.03,1067.64,881.61,1762.11,882466
NVDA,2023-12-15,423.25,1873.51,885.68,922.65,671478
